French Society,,kclfrenchsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
GeekSoc,,kclgeeksoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Genetics Society,,kcl.genetics.society@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Geography Society,,geogon.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Geopolitical Risk Society,,gpris.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
German Society,,germansoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Gilbert and Sullivan Society,,kclgns@hotmail.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
Women's GKT Football,,kclmswfc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Men's GKT Hockey,,gkt.mhc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Women's GKT Hockey,,gkt.lhc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
GKT Music Society,,gktmusicsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
GKT Netball,,gktnetballclub@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Men's GKT Rugby,,ghrfc1843@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
Women's GKT Rugby,,gktwrfc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Global Brigades Society,,kclglobalbrigades@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Global Health Society,,KCLGlobalHealthSoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Gluten Free Society,,kclglutenfree@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Golf Club,,kingscollegegolf@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
Gospel Society,,kingsgospelsociety@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
GP Society,,kclmsgpsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Graduate Entry Medicine Society,,GPEPsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Guy's Christian Union,,Cucommittee@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Handball Club,,kclsuhandball@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Health Humanities Society,,kclhealthhumanities@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Hellenic Society,,kcl.hellenicsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Hindu Society,,kclhindusociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Hispanic Society,,kclhispanicsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
History of Medicine Society,,KCLHistoryOfMedicine@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
History Society,,kclhistorysoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Horticulture And Illuminati Society,,kings.horticulture@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Hot Chocolate Society,,kclhotchocsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Hungarian Society,,hungariansociety.kings@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
India Society,,indiasoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Indonesian Society,,kcl.indosoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Infectious Diseases & Immunobiology Society,,KCLinfectiousImmunity@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Intensive Care and Acute Medicine Society,,icams.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
International Students Society,,kclinternationalsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Intersectional Feminist Society,,kclfemsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Investment Banking Society,,contact@kingsibs.com,P,London,King's College London,YES,25.09.16,Rebecca,
IoPPN Student Forum,,ioppn.studentforum@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
IranSoc,,kcl.iransoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Islamic Society,,contact@kclisoc.org,P,London,King's College London,YES,25.09.16,Rebecca,
Italian Society,,italiansociety.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Japan Society,,kcljapansociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Jazz Society,,kcljazzsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Jewish Society,,kcljsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Jiu Jitsu,,info@kingsjitsu.com,P,London,King's College London,YES,25.09.16,Rebecca,
Judo Club,,KCLJudo@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Karate Club,,kclkarate@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Kashmir Solidarity Movement Society,,ksmkcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Athletics and Cross Country,,club@kingsaxc.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Badminton,,kings.bdmntn.contact@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Baking Society,,kclbakingsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL BhangraSoc,,kclbhangrasoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Book Club: A Thousand Splendid Crumbs,,bookclubkcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Charity Diwali Show Society,,committee@kcldiwalishow.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Citizens Society,,kclcitizens@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Conservative Association,,kclconservativesociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Men's Cricket,,kclmenscricket@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Women's Cricket,,kclwcc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Cycling Club,,kclcyclingclub@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Darts,,kcldarts@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Engineering Society,,engineeringsoc.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Women's Football,,kclwfc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Friends of Medecins Sans Frontieres Society,,kclmsf@hotmail.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Future Society,,kclfuture@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Global Governance Society,,ggs.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Graduate & Mature Students' Society,,kclgraduatematuresoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Information Law & Intellectual Property Society,,contact@kiipsoc.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Innovation Forum,,kclinnovationforum@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Kabaddi,,kclkabaddi@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Lions Cheerleading,,kingscheerleaders@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Motorsport Club,,motorsport.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Nepalese Society,,kclnepalesesociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Netball Club,,kcl.netball@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Recreational Netball Club,,KCLnetball@hotmail.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Obstetrics & Gynaecology Society,,kclobg@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Physiotherapy Society,,kclphysiosoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Rotaract Club,,rotaractclubkcl@yahoo.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Men's Rugby,,william.brownf15@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Women's Rugby,,celinarani@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Russian Speaking Society,,kcl.russian@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Saving Londoners' Lives Society,,Kcl.savinglondonerslives@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Star Society,,kclstar@live.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Teach First Society,,kcl.teachfirst@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Tech Society,,contact@kcltech.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Trampoline Club,,kcltrampoline@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Video Gaming & eSports Society,,kclvideogaming@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Wolves Ice Skating Club,,kclwolvesiceskatingclubcomm@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KCL Women in Finance Society,,kclwomeninfinance@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Kendo Club,,kclkendo@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Asset Management Society,,kclassetmanagement@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Cocktail Society,,kingscocktailsociety@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's College Chorus Society,,kingscollegechorus@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Dental Research Society,,kingsDRS@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's FaceOff Society,,kingsfaceoff@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Journal on International Affairs and Human Rights Society,,kingsstudentjournal@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's LGBT+ Society,,ed.lgbt@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's MedTech Society,,marisa@kingsmedtech.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Opera Society,,Kingsopera@hotmail.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
King's Oral & Maxillofacial Surgery Society,,kcl.omfs@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Players Society,,kclkingsplayers@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Record Society,,thekingsrecord@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Robotics Society,,roboticsKCL@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Shakespeare Company,,kingsshakespearecompany@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Somali Society,,kclsomalisociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Talks Society,,kcltalks@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
King's Think Tank Society,,contact@kingsthinktank.org,P,London,King's College London,YES,25.09.16,Rebecca,
King's Trading Academy,,kingstradingacademy@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Kingspeak Society,,kingspeaksoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
KingsTV Society,,kingstv.kclsu@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Krishna Consciousness Society,,kingskcsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Labour Society,,laboursociety.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Lacrosse Society,,kcllacrosse@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Latin American Society,,latam.president@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Lawyers Without Borders Society,,kcl@lwobstudiv.org.uk,P,London,King's College London,YES,25.09.16,Rebecca,
"Legal, Commercial & Investment Society",,kcllcis@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
Liberal Arts Society,,liberal.arts.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Liberal Democrats Society,,kingsliberaldemocrats@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Libertarian Society,,kcllibertariansociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Life Society,,kclifesoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Magic and Hypnosis Society,,magicandhypnosis@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Malaysian Society,,kclmsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Mandarin Debating Society,,kclmandarindebate@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Marxist Society,,kclmarxsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Maxwell Society,,MaxwellSociety@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
Medical Education and Research Journals Society,,kclmerj@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Meditation Society,,kclmeditation@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
MedSIN KCL,,kcl@medsin.org,P,London,King's College London,YES,25.09.16,Rebecca,
Mexican Society,,kclmexicansociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Middle East and North Africa Forum,,kclmenaforum@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Mind Brain Forum,,mindbrainforum@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Mission Medicine Society,,kclmissionmedicine@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Mixed Martial Arts,,robbie_hemsley@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Modern Music Society,,kclmodmusoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Mooting Society,,kclmooting@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
MSA Musical Theatre Society,,GKTmusicaltheatre@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Muay Thai Kickboxing Society,,kclmuaythai@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Neurosurgery Society,,kclneurosurgicalsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Nursing & Midwifery Society,,kclnursingmidwiferysoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Nutrition and Dietetic Society,,nutritiondieteticssociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Oncology Society,,kcloncologysoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Ophthalmology Society,,kclophthalmology@googlemail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Orthopaedic Society,,kclortho@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
OSCE Society,,oscesociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Overseas Christian Fellowship Society,,Ocflondon@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Pakistani Society,,kclpakistanisociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Pharmacology Society,,kclpharmacologysociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Pharmacy Society,,kclpharmacysociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Philosophy Politics and Economics Society,,kclppe@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Philosophy Society,,kclphilsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Pole Fitness Society,,amydu24@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Polish Society,,kclpolishsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Politics Society,,kclpolitics@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
"Politics, Philosophy and Law Society",,pplsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Post Graduate Law Society,,kclpgls@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Pro Bono Society,,kclprobonosociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Psychedelic Studies Society,,kclpsychedelic@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Psychology Society,,kclpsychologysoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Punjabi Soc,,kingspunjabisociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Raaga Society,,kclraaga@yahoo.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
Radiology Society,,kclradiologysociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
RAG Society,,GKT.RAG@live.com,P,London,King's College London,YES,25.09.16,Rebecca,
RapSoc,,kclrapsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
ReachOut Mentoring Society,,Reachoutsockcl@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
RISE Society,,kclrise@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Rock And Metal Society,,kclrocksoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Rollersports Society,,kclrollersports@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Romanian Society,,rosockcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Running-a-Mock Improv Society,,runningamockimprov@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Sailing Society,,kclsailing@hotmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Saudi Society,,saudisocietykcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Scandinavian Society,,kcl.scandinavia@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Sexpression Society,,kcl@sexpression.org.uk,P,London,King's College London,YES,25.09.16,Rebecca,
Sherlock Holmes Society,,kclsherlocksociety@hotmail.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
Singapore Society,,president@kclsingsoc.com,P,London,King's College London,YES,25.09.16,Rebecca,
Snowsports Society,,kings.snowsports@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Sport and Exercise Medicine Society,,info@kings-semsoc.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
Sri Lankan Society,,kclsrilankansociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Streetlaw Society,,kclstreetlaw@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Student Life Interfaith Society,,studentlifeinterfaithsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Students4Syria Society,,students4syria@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Surgical Society,,kclsurgicalsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Table Tennis Society,,kcltabletennis@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Taekwondo Society,,kcltaekwondo@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Tai Chi Society,,kcltaichi@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Tamil Society,,kcltamilsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Team Up Society,,kcl.president@teamup.org.uk,P,London,King's College London,YES,25.09.16,Rebecca,
TEDx KCL Club,,tedxkclclub@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Ten Pin Bowling Club,,kclbowling@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Tennis Club,,kcltennisclub@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Thai Society,,kclthaisoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
The King's Fools Society,,thekingsfools@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
The King's Military Network,,thekingsmilitarynetwork@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
The King's Mint,,kcl.kingsmint@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
The Rolling Tones Society,,TheRollingTones@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
Think Mental Society,,thinkmentalsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Triathlon Club,,kcl.triathlon@hotmail.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
Turkish Society,,kclturkishsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Ukrainian Society,,kcl.ukrsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Ukulele Society,,kclukulele@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Ultimate Frisbee Society,,ThrownUltimate@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
UN World Food Society,,kclworldfood@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
UNICEF On Campus Society,,unicefkcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
United Nations Association,,kclunitednationsassociation@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Universities Allied for Essential Medicines Society,,kcl.uaem@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Vietnamese Society,,kcl.vietsoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Volleyball Club,,kclvolleyballclub@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
War Studies Society,,kingswarstudiessoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Wargaming Society,,kclwargaming@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Welsh Society,,kclwelshsociety@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Wilderness Medicine Society,,kclwms@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Wing Chun Kung Fu,,info@kclwingchun.com,P,London,King's College London,YES,25.09.16,Rebecca,
Women & Politics Society,,womenpolitics.kcl@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Women in Dentistry Society,,kclwomenindentistry@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Women In Medicine Society,,womeninmedicinesoc@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Women in STEM Society,,contact@kclwomeninstem.co.uk,P,London,King's College London,YES,25.09.16,Rebecca,
WWF Society,,kclwwfs@gmail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Yoga & Pilates,,yogakcl@googlemail.com,P,London,King's College London,YES,25.09.16,Rebecca,
Young Epilepsy Society,,kclyoungepilepsy@outlook.com,P,London,King's College London,YES,25.09.16,Rebecca,
LSE Entrepreneurs,,a.markovic1@lse.ac.uk,U,London,London School of Economics,YES,,,
Actuarial Society,,su.soc.actuarial@lse.ac.uk,U,London,London School of Economics,YES,,,
African Caribbean Society,,suafcar@lse.ac.uk,U,London,London School of Economics,YES,,,
Agape Student Life,,su.soc.agapestudentlife@lse.ac.uk,U,London,London School of Economics,YES,,,
Albanian Society,,su.soc.albanian@lse.ac.uk,U,London,London School of Economics,YES,,,
LSE Amnesty International,,su.soc.amnesty-international@lse.ac.uk,U,London,London School of Economics,YES,,,
Anthropology Society,,su.soc.anthropology@lse.ac.uk,U,London,London School of Economics,YES,,,
Asia Careers,,su.soc.asian-careers@lse.ac.uk,U,London,London School of Economics,YES,,,
Association of British and Chinese University Students,,su.soc.abacus@lse.ac.uk,U,London,London School of Economics,YES,,,
"Atheist, Secularist and Humanist Society",,su.soc.humanist@lse.ac.uk,U,London,London School of Economics,YES,,,
Austrian Society,,su.soc.austrian@lse.ac.uk,U,London,London School of Economics,YES,,,
Bacchus Wine Society,,su.soc.bacchus@lse.ac.uk,U,London,London School of Economics,YES,,,
Baltic Society,,su.soc.baltic@lse.ac.uk,U,London,London School of Economics,YES,,,
Bridge Society,,su.soc.bridge@lse.ac.uk,U,London,London School of Economics,YES,,,
Bright Futures,,su.soc.brightfutures@lse.ac.uk,U,London,London School of Economics,YES,,,
Bulgarian Society,,su.soc.bulgarian@lse.ac.uk,U,London,London School of Economics,YES,,,
Catholic Society,,su.soc.catholic@lse.ac.uk,U,London,London School of Economics,YES,,,
Champagne Society,,r.cole1@lse.ac.uk,U,London,London School of Economics,YES,,,
Chile Society,,su.soc.chile@lse.ac.uk,U,London,London School of Economics,YES,,,
China Development Society,,su.soc.chinadevelopment@lse.ac.uk,U,London,London School of Economics,YES,,,
Chinese Society,,su.soc.chinese@lse.ac.uk,U,London,London School of Economics,YES,,,
LSE Christian Union,,su.soc.christian-union@lse.ac.uk,U,London,London School of Economics,YES,,,
Cider Appreciation Society,,c.w.tweel@lse.ac.uk,U,London,London School of Economics,YES,,,
Coffee Society,,j.w.homshaw@lse.ac.uk,U,London,London School of Economics,YES,,,
Colombian Society,,su.soc.colombian@lse.ac.uk,U,London,London School of Economics,YES,,,
Conservative Society,,F.J.lewis@lse.ac.uk,U,London,London School of Economics,YES,,,
Consultancy Society,,su.soc.consultancy@lse.ac.uk,U,London,London School of Economics,YES,,,
Cypriot Society,,su.soc.cypriot@lse.ac.uk,U,London,London School of Economics,YES,,,
Czech and Slovak Society,,su.soc.czech-slovak@lse.ac.uk,U,London,London School of Economics,YES,,,
Development Studies Institute,,su.soc.destin@lse.ac.uk,U,London,London School of Economics,YES,,,
Drama Society,,su.soc.drama@lse.ac.uk,U,London,London School of Economics,YES,,,
Economics Society,,su.soc.economics@lse.ac.uk,U,London,London School of Economics,YES,,,
EcoSoc,,su.soc.animalrights@lse.ac.uk,U,London,London School of Economics,YES,,,
French Society,,su.soc.french@lse.ac.uk,U,London,London School of Economics,YES,,,
Geography and Environment Society,,su.soc.geography@lse.ac.uk,U,London,London School of Economics,YES,,,
Grimshaw Club,,su.soc.grimshaw_ir_club@lse.ac.uk,U,London,London School of Economics,YES,,,
Hayek Society,,p.e.lyon@lse.ac.uk,U,London,London School of Economics,YES,,,
Head Space,,Su.Soc.Head.Space@lse.ac.uk,U,London,London School of Economics,YES,,,
Health Society,,su.soc.health@lse.ac.uk,U,London,London School of Economics,YES,,,
Hispanic Society,,j.a.de-la-puente@lse.ac.uk,U,London,London School of Economics,YES,,,
History Society,,su.soc.history@lse.ac.uk,U,London,London School of Economics,YES,,,
Hong Kong Public Affairs and Social Service,,su.soc.hkpass@lse.ac.uk,U,London,London School of Economics,YES,,,
Hungarian Society,,su.soc.hungarian@lse.ac.uk,U,London,London School of Economics,YES,,,
Information Systems,,su.soc.informationsystems@lse.ac.uk,U,London,London School of Economics,YES,,,
International Development Society,,su.soc.development@lse.ac.uk,U,London,London School of Economics,YES,,,
Islamic Society,,su.soc.islamic@lse.ac.uk,U,London,London School of Economics,YES,,,
Israel Society,,su.soc.israel@lse.ac.uk,U,London,London School of Economics,YES,,,
Italian Society,,su.soc.italian@lse.ac.uk,U,London,London School of Economics,YES,,,
Itchy Feet: Travel and Backpacking,,su.soc.itchyfeet@lse.ac.uk,U,London,London School of Economics,YES,,,
Japan Society,,su.soc.japan@lse.ac.uk,U,London,London School of Economics,YES,,,
Jewish Society,,su.soc.jewish@lse.ac.uk,U,London,London School of Economics,YES,,,
Kazakhstan Society,,su.soc.kazakhstan@lse.ac.uk,U,London,London School of Economics,YES,,,
Korea Future Forum,,Su.Soc.Info.Lsekff@lse.ac.uk,U,London,London School of Economics,YES,,,
Korean Society,,su.soc.korean@lse.ac.uk,U,London,London School of Economics,YES,,,
Krishna Consciousness Society,,su.soc.krishnaconsciousness@lse.ac.uk,U,London,London School of Economics,YES,,,
Labour and Cooperative Society,,su.soc.labour@lse.ac.uk,U,London,London School of Economics,YES,,,
LSE Law Society,,su.soc.law@lse.ac.uk,U,London,London School of Economics,YES,,,
Law and Financial Markets Society,,su.soc.lawfinancialmarkets@lse.ac.uk,U,London,London School of Economics,YES,,,
Liberal Democrats Society,,su.soc.libdems@lse.ac.uk,U,London,London School of Economics,YES,,,
Literature Society,,su.soc.literature@lse.ac.uk,U,London,London School of Economics,YES,,,
Malaysia Club,,su.soc.malaysia-club@lse.ac.uk,U,London,London School of Economics,YES,,,
Management and Strategy Society,,su.soc.mscmanagement@lse.ac.uk,U,London,London School of Economics,YES,,,
Master of Public Administration,,mpa@lse.ac.uk,U,London,London School of Economics,YES,,,
Mauritian Society,,su.soc.mauritian@lse.ac.uk,U,London,London School of Economics,YES,,,
