Name,Acronym,Email,Bounce Check,Site,RAG,First Email,From,Reply,Interested,,,,,,,,,,,,,,,,,,
New Internationalist,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Noodle Nation,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Nuffield College,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Orchestra of LMH & Wadham,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
OUP Shop,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
OUSU Instagram Competition,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford African and Caribbean Society,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Asian Majlis Society,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford City Council Recycling,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Department of Experimental Psychology,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Evolution Ltd,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Geography Society,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Ice Hockey,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Limited,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Philomusica,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Playhouse Student Shows MT 2015,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Royal Naval Unit,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Security Services,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Tenants' Union,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Univeristy Armenian Society,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Univeristy Japan Society,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University ALTS Ice Hockey Club,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Computing Services,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Estates Services,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Mountaineering Club,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Museums,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Quidditch Club,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Rifle Association,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Vaccine Group,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxfordshire Clinical Commissioning Group,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Picture House,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
RateMyPlacement,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Reclaim Our Bodies,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
RSC,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Santander,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Spotify,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Stagecoach,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Target Jobs,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Thames Valley Police,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
The A21 Campaign,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
The Economist,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
The Newman Society - Oxford University Catholic Society,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
The Oxford Greek Play,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
UNION Society,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Univ Ball,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Varsity Club,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Virgin Active,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Worcester College Chapel Choir,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
YA@stcurc,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Yoga Quota,,,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Branch Up,,branchup@oxfordhub.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
China Britain Youth Association,,admin@cbac-arts.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
CRAE,,crae@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Democrats Abroad Oxford Chapter,,oxford@democratsabroad.org.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Disabled Students Campaign,,disabledstudents@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Environment and Ethics,,eande.chair@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
HUMSoc,,oxfordhum@groupspaces.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
International Film Society,,oifs@groupspaces.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
International Students' Campaign,,iscchair@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
ISIS Magazine,,editor@isismagazine.org.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
It Happens Here,,ithappenshere@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
IVSC,,enquiries@ivsc.org.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Jacari,,info@jacari.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
LGBTQ,,lgbtq.chair@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Linkages,,linkages@oxfordhub.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Living Wage,,livingwage@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Mature Students,,msc@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Mind Your Head,,MYHchair@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Noises Off,,jay@anslow.me.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
On Your Doorstep,,homeless@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
OUSU,,enquiries@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
OUSU Council,,chair@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
OxFEST,,fest@nexus.ox.ac.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Art Movement,,OAM@groupspaces.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Bar Society,,president@oxfordbarsoc.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Chinese Students and Scholars Association,,president@oxcssa.org.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Climate Forum,,climateforum@oxfordhub.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Hub,,info@oxfordhub.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Jewish Society,,president@oxfordjsoc.co.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Parkour,,president@oxfordparkour.co.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Research Drones Society,,ORDSCommittee@groupspaces.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Amnesty International,,amnesty@nexus.ox.ac.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Animal Ethics Society,,depdirector@oxfordanimalethics.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Association Football Club,,president@ouafc.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Baseball Club,,baseball@nexus.ox.ac.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Engineering Society,,president@ouengsoc.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Japan Society,,president@oujs.org.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Judo Club,,info@oxfordjudo.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Nature Conservation Society,,conservationsociety@groupspaces.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Riding Club,,OxfordUniversityRidingClub@groupspaces.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford University Tennis Club,,pros@outc.org.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Women for Women International Society,,womenforwomen@oxfordhub.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
RAG Ball,,secretary.ragball@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
RAG Ball 2014,,marketing.ragball@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
RAG Casino,,casino.manager@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
RAG Challenge,,rag.events@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Schola Cantorum of Oxford,,info@schola-cantorum.net,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Schools Plus,,schoolsplusrecruitment@oxfordhub.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
St Hilda's College Ball,,president@hildasball.co.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Student Community Wardens,,communitywardens@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Target Schools,,target@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford AdSoc,,AdSoc@groupspaces.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
The Oxford Singers,,president@oxfordsingers.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
The Oxford University Quidditch Club,,secretary@oxfordquidditch.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
WomCam,,womensofficer@ousu.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Christians in Sport,,info@christiansinsport.org.uk,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Commotio,,info@commotio.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford 3D Printing Society,,president@oxford3dprintingsociety.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
Oxford Energy Society,,info@energysoc.org,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
OXRES,,tfsear@m3cp.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
The Oxford Imps,,Harry@oxfordimps.com,U,Oxford,,,,,,,,,,,,,,,,,,,,,,,
